,Attributes,Description
0,Latin Name,Lasthenia glabrata
1,Common Name,"Yellowray Goldfields, Coulter's goldfields"
2,Family,Asteraceae or Compositae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Heavy soils, vernal pools, low alkaline fields, hillsides etc, especially in grassland and alkaline marshes, to 1300 metres[71]."
6,Range,South-western N. America - California.
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LastheniaGlabrata.jpg, https://pfaf.org/../Admin/PlantImages/LastheniaGlabrata2.jpg"
13,Summary,
14,Physical Characteristics,"Lasthenia glabrata is a ANNUAL growing to 0.3 m (1ft).  It is in flower from May to July. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,
19,Edible Uses Description,"Seed - raw or cooked. The seed can be parched and eaten dry or made into a powder and eaten dry or cooked like a porridge[105, 161, 257]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"An easily grown plant, succeeding in any well-drained soil, including nutritionally poor ones[200]. It prefers a sunny position[200]. Another report says that it requires a moderately good garden soil and a warm sheltered position[1]. An annual plant, germinating in the autumn and growing through the winter in California[71]. A second flowering can be obtained from plants if they are trimmed back after flowering and before setting seed[200]."
26,Plant Propagation,"Seed - sow early to mid spring in situ[1, 200]. Seed can also be sown in situ in early to mid autumn but this sowing will normally require some protection from winter cold[1, 200]."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
