,Attributes,Description
0,Latin Name,Indigofera suffruticosa
1,Common Name,"Anil Indigo, Anil de pasto"
2,Family,Fabaceae
3,USDA hardiness,10-12
4,Known Hazards,An aqueous extract of the fruit has an hepatotoxic effect and causes chromosome aberrations[310 ].
5,Habitats,"Dry to wet fields and thickets, often in waste ground, sometimes on exposed hillsides or on sandbars, sometimes a weed in cultivated ground, most commonly at low elevations, but extending to 1,500 metres[331 ]."
6,Range,"S. America - Argentina, Paraguay, north to the Caribbean, through Central America to Mexico, Florida"
7,Edibility Rating,(0 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Indigofera_suffruticosa_two.JPEG, https://pfaf.org/../Admin/PlantImages/Indigofera_suffruticosa_Kohler.JPEG"
13,Summary,"Indigofera suffruticosa,commonly known in various names such as Guatemala indigo, small-leaved indigo, West Indian indigo, wild indigo, anil indigo, and anil de pasto, is a flowering plant growing up to 1 m tall which can be found in South America. it is an erect and branching shrub with pinnate leaves. The rootstock are woody while the stems are often woody but can also be herbaceous. It has been known as 'the king of dyes' due to its fascinating deep blue color. Medicinally, Anil indigo is applied to the bee and other insects stings to reduce pain and inflammation. Root decoction is used against stomach pain. The leaves are used for fever, and scrofula when combined with the bark of Philodendron chinense. Plant juice is used as a treatment for diarrhea."
14,Physical Characteristics,"Indigofera suffruticosa is an evergreen Perennial growing to 1.5 m (5ft) by 1.5 m (5ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,Indigofera anil L.
16,Plant Habitats,
17,Edible Uses Description,None known
18,Medicinal Uses,"Antibacterial: Kills bacteria.,Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Diaphoretic: Induces perspiration.,Febrifuge: Reduces fevers.,Vermifuge: Expels and kills internal parasites."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibacterial  Antidiarrhoeal  Antiinflammatory  Diaphoretic  Febrifuge  VermifugeThe plant finds some use in domestic medicine in Guatemala. Indigo is often applied to the stings of bees and other insects to reduce pain and inflammation, although its efficacy is somewhat doubtful[331 ]. A decoction of the roots is taken against stomach-ache[310 ]. A tincture of the roots and seeds in rum is used as a vermifuge[310 ]. The leaves are resolutive and sudorific[348 ]. An infusion of bruised leaves is used as a treatment for fever[310 ]. Combined with the leaves of Indigofera tinctoria and the bark of Phellodendron chinense, it is used as a medicine against scrofula[310 ]. The fresh leaves are used in a warm bath to act as a calmative[348 ]. The plant juice is used as a treatment for diarrhoea[310 ]."
20,Other Uses,"Dye: Plants that provide dyes.,Green manure: Fast-growing plants that can be used to increase the fertility of the soil."
21,Other Uses Description,"Agroforestry Uses: Grown as a cover crop and green manure in coffee, rubber and tea plantations[310 ]. In South America it is one of the components of natural pastures developing after clearing rain forest[310 ]. A good cover of the plant can increase the nitrogen content of the soil considerably. In Sri Lanka for example, an increase from 3.7% to 5.3% in 4 years was found[310 ]. Other Uses: The plant is a major source of the blue dye indigo[331 ]. Plants contain the glucoside indican, which transforms into indoxyl (indigo-white) and glucose by enzymatic hydrolysis[310 ]. Indoxyl can then be oxidized to the dye indigo-blue[310 ]. It is perhaps just as well for Central America that the cultivation of indigo has largely been abandoned, since preparation of the dye was injurious to the health of persons employed in the industry. The freshly cut plants were immersed in large vats lined with bricks, such as may sometimes be discovered even now about Central American fincas. After fermentation had proceeded for some time, the plants were trampled by men in the tanks, after which the dye settled to the bottom of the water and was formed into small cakes that were later dried[331 ]. Indigo was formerly much planted in some parts of Guatemala, especially in the Oriente and along the Pacific foothills and plains, and some is grown even today, for dyeing native textiles. The indigo-coloured coats and trousers forming the costumes of the men of certain highland towns are most distinctive. As late as 1883 it was reported that 135 quintales (hundredweight) of indigo were exported from Guatemala."
