,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Clematis alternata,,Climber,4.0,-,,LMH,SN,M,0,1,,Clematis vitalba
1,Clematis apiifolia,,Climber,5.0,6-9,F,LMH,SN,M,1,2,,Clematis vitalba
2,Clematis barbellata,,Climber,4.0,-,,LMH,SN,M,0,2,,Clematis vitalba
3,Clematis brachyura,,Climber,1.0,5-9,,LMH,SN,M,1,0,,Clematis vitalba
4,Clematis buchananiana,,Climber,6.0,6-9,F,LMH,SN,M,1,2,,Clematis vitalba
5,Clematis chinensis,Wei Ling Xian,Climber,5.0,5-9,,LMH,SN,M,1,2,,Clematis vitalba
6,Clematis columbiana,Rock Clematis,Climber,3.0,4-8,,LMH,SN,M,0,1,1.0,Clematis vitalba
7,Clematis connata,,Climber,7.0,5-9,F,LMH,SN,M,0,1,,Clematis vitalba
8,Clematis douglasii,Hairy Clematis,Perennial,0.6,5-9,,LMH,SN,M,0,1,1.0,Clematis vitalba
9,Clematis flammula,"Fragrant Virgin's Bower, Fragrant clematis",Climber,4.0,5-9,F,LMH,SN,M,1,0,3.0,Clematis vitalba
10,Clematis ianthina,,Climber,4.0,4-8,,LMH,SN,M,1,0,,Clematis vitalba
11,Clematis ligusticifolia,"White Clematis, Western white clematis, California clematis,",Climber,5.0,4-8,,LMH,SN,M,0,2,1.0,Clematis vitalba
12,Clematis mandschurica,,Perennial,1.2,6-9,,LMH,SN,M,0,2,,Clematis vitalba
13,Clematis microphylla,Headachevine,Climber,3.0,8-11,,LMH,SN,M,0,1,,Clematis vitalba
14,Clematis orientalis,Oriental virginsbower,Climber,4.0,5-9,,LMH,SN,M,0,1,1.0,Clematis vitalba
15,Clematis patens,,Climber,4.0,5-9,,LMH,SN,M,1,0,,Clematis vitalba
16,Clematis pierotii,,Climber,3.0,5-9,,LMH,SN,M,1,0,,Clematis vitalba
17,Clematis recta,Ground virginsbower,Perennial Climber,1.5,3-7,,LMH,N,M,1,1,,Clematis vitalba
18,Clematis serratifolia,,Climber,3.0,5-9,,LMH,SN,M,1,0,,Clematis vitalba
19,Clematis terniflora,"Sennin-So, Sweet autumn virginsbower, Sweet Autumn Clematis, Fall Clematis",Perennial Climber,5.0,5-9,F,LMH,SN,M,1,1,1.0,Clematis vitalba
20,Clematis tibetana,,Climber,4.0,5-9,,LMH,SN,M,0,2,,Clematis vitalba
