,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Anemone quinquefolia,"Wind Flower, Wood anemone, Twoleaf anemone, Nightcaps",Perennial,0.3,6-9,,LMH,FS,M,0,1,,Olea europaea
1,Chionanthus virginicus,"Fringe Tree, White fringetree, Old Man's Beard, Fringe Tree",Shrub,5.0,4-9,F,LMH,SN,M,1,3,2.0,Olea europaea
2,Elaeagnus angustifolia,"Oleaster, Russian olive",Shrub,7.0,2-7,M,LMH,N,DM,4,2,4.0,Olea europaea
3,Elaeagnus latifolia,Bastard Oleaster,Shrub,3.0,8-11,M,LMH,N,DM,3,2,2.0,Olea europaea
4,Elaeagnus macrophylla,Broad-leaved Oleaster,Shrub,3.0,6-9,M,LMH,FSN,DM,5,2,3.0,Olea europaea
5,Elaeagnus pungens,"Elaeagnus, Thorny olive, Thorny Elaeagnus, Oleaster, Silverberry, Silverthorn, Pungent Elaeagnus",Shrub,4.0,6-10,M,LMH,FSN,DM,5,2,3.0,Olea europaea
6,Euphorbia neriifolia,"Fleshy spurge, Hedge Euphorbia, Oleander spurge",Shrub,4.0,10-12,F,LM,SN,D,2,2,2.0,Olea europaea
7,Fontanesia phillyreoides fortunei,Xue Liu,Shrub,3.0,5-9,,LMH,SN,M,0,0,3.0,Olea europaea
8,Forestiera acuminata,"Swamp Privet, Eastern swampprivet",Shrub,3.0,0-0,,LMH,SN,M,1,1,2.0,Olea europaea
9,Forestiera neomexicana,Wild Olive,Shrub,3.0,5-9,,LMH,SN,DM,2,0,2.0,Olea europaea
10,Forsythia suspensa,"Lian Qiao, Weeping forsythia",Shrub,5.0,5-8,M,LMH,FSN,M,1,3,3.0,Olea europaea
11,Forsythia viridissima,"Golden Bells, Greenstem forsythia, Forsythia",Shrub,2.5,5-8,S,LMH,FSN,M,0,2,3.0,Olea europaea
12,Forsythia x intermedia,"Golden Bell, Border Forsythia",Shrub,2.5,5-8,F,LMH,FSN,M,0,0,3.0,Olea europaea
13,Fraxinus americana,White Ash,Tree,25.0,4-9,F,LMH,SN,DM,1,2,4.0,Olea europaea
14,Fraxinus angustifolia,Narrow-Leaved Ash,Tree,25.0,5-9,,LMH,N,DM,1,0,,Olea europaea
15,Fraxinus bungeana,Xiao Ye Qin,Shrub,5.0,4-8,,LMH,N,DM,0,2,2.0,Olea europaea
16,Fraxinus chinensis rhynchophylla,Hua Qu Liu,Tree,25.0,5-9,,LMH,N,M,0,2,2.0,Olea europaea
17,Fraxinus excelsior,"Ash, European ash, Common Ash",Tree,30.0,5-8,F,LMH,N,MWe,2,2,3.0,Olea europaea
18,Fraxinus floribunda,Himalayan Ash,Tree,40.0,7-10,,LMH,N,M,2,2,2.0,Olea europaea
19,Fraxinus hookeri,,Tree,0.0,-,,LMH,N,M,0,0,1.0,Olea europaea
20,Fraxinus latifolia,Oregon Ash,Tree,20.0,5-9,,LMH,N,M,0,1,3.0,Olea europaea
21,Fraxinus longicuspis,,Tree,8.0,5-9,,LMH,N,M,0,1,1.0,Olea europaea
22,Fraxinus nigra,Black Ash,Tree,25.0,2-5,M,LMH,N,MWe,0,1,3.0,Olea europaea
23,Fraxinus ornus,"Manna Ash, Flowering ash",Tree,9.0,5-6,S,LMH,N,DM,3,3,,Olea europaea
24,Fraxinus pennsylvanica,"Red Ash, Green ash, Water Ash",Tree,20.0,3-9,F,LMH,N,M,1,1,3.0,Olea europaea
25,Fraxinus quadrangulata,Blue Ash,Tree,20.0,4-8,M,LMH,N,M,0,0,3.0,Olea europaea
26,Fraxinus sieboldiana,Ash,Tree,8.0,6-9,M,LMH,N,M,0,0,2.0,Olea europaea
27,Fraxinus texensis,Texas White Ash,Tree,12.0,5-9,F,LMH,SN,DM,0,0,2.0,Olea europaea
28,Fraxinus velutina,"Arizona Ash, Velvet ash, Modesto Ash, Fantex Ash",Tree,12.0,7-10,F,LMH,N,M,0,0,3.0,Olea europaea
29,Fraxinus xanthoxyloides,,Tree,6.0,7-10,,LMH,N,M,0,0,2.0,Olea europaea
