,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Agalinis tenuifolia,Slenderleaf False Foxglove,Perennial,0.6,7-10,,LM,SN,DM,0,1,,Scrophularia nodosa
1,Antirrhinum majus,"Snapdragon, Garden snapdragon",Perennial,1.0,5-10,M,LM,SN,DM,1,1,2.0,Scrophularia nodosa
2,Calceolaria arachnoidea,,Perennial,0.5,8-11,,LMH,SN,M,0,1,1.0,Scrophularia nodosa
3,Calceolaria thyrsiflora,,Shrub,0.7,8-11,,LMH,SN,M,0,1,,Scrophularia nodosa
4,Castilleja linariaefolia,Wyoming Indian Paintbrush,Perennial,0.6,-,,LMH,SN,M,1,2,,Scrophularia nodosa
5,Chelone glabra,"Balmony, White turtlehead",Perennial,1.0,3-7,,LMH,SN,MWe,0,3,,Scrophularia nodosa
6,Cymbalaria muralis,Kenilworth Ivy,Perennial,0.1,3-7,,LMH,S,DM,2,1,1.0,Scrophularia nodosa
7,Digitalis ferruginea,Rusty Foxglove,Biennial/Perennial,1.2,4-9,M,LMH,SN,DM,0,2,,Scrophularia nodosa
8,Digitalis grandiflora,Large Yellow Foxglove,Perennial,0.9,3-10,M,LMH,SN,DM,0,2,,Scrophularia nodosa
9,Digitalis laevigata,,Perennial,1.0,-,,LMH,SN,DM,0,2,,Scrophularia nodosa
10,Digitalis lanata,Grecian Foxglove,Biennial/Perennial,0.6,-,,LMH,SN,DM,0,4,,Scrophularia nodosa
11,Digitalis lutea,"Yellow Foxglove, Straw foxglove",Perennial,0.6,0-0,,LMH,SN,DM,0,4,1.0,Scrophularia nodosa
12,Digitalis purpurea,"Foxglove, Purple foxglove, Common Foxglove",Biennial,1.2,4-8,M,LMH,SN,DM,0,4,2.0,Scrophularia nodosa
13,Eremophila fraseri,"Burra, Turpentine bush",Perennial,3.0,9-11,M,LMH,SN,DM,0,1,3.0,Scrophularia nodosa
14,Euphrasia officinalis,Eyebright,Annual,0.2,5-9,,LMH,SN,M,1,3,,Scrophularia nodosa
15,Gratiola officinalis,Hedge Hyssop,Perennial,0.4,-,,LMH,SN,MWe,0,2,,Scrophularia nodosa
16,Gratiola pedunculata,,Perennial,0.3,-,,LMH,SN,M,0,1,,Scrophularia nodosa
17,Hebe brachysiphon,,Shrub,2.0,6-9,F,LMH,N,M,0,0,3.0,Scrophularia nodosa
18,Hebe dieffenbachii,,Shrub,1.2,8-11,,LMH,SN,M,0,0,2.0,Scrophularia nodosa
19,Hebe 'Great Orme',Great Orme Hebe,Shrub,1.5,5-9,,LMH,N,M,0,0,3.0,Scrophularia nodosa
20,Hebe rakaiensis,,Shrub,1.0,5-9,,LMH,N,M,0,0,3.0,Scrophularia nodosa
21,Hebe salicifolia,,Shrub,4.5,6-9,,LM,N,M,0,1,3.0,Scrophularia nodosa
22,Hebe speciosa,New Zealand hebe,Shrub,1.5,6-9,,LM,N,M,0,0,2.0,Scrophularia nodosa
23,Hebe x franciscana,Hebe,Shrub,2.5,9-11,S,LM,SN,M,0,0,3.0,Scrophularia nodosa
24,Hemiphragma heterophyllum,,Perennial,0.1,7-10,,L,N,M,2,1,,Scrophularia nodosa
25,Kickxia elatine,"Fluellen, Sharpleaf cancerwort",Annual,0.5,0-0,,LM,SN,M,0,1,0.0,Scrophularia nodosa
26,Lancea tibetica,,Perennial,0.1,-,,LMH,SN,M,0,2,,Scrophularia nodosa
27,Linaria canadensis,Blue Toadflax,Annual/Biennial,0.6,4-8,,LM,N,DM,0,1,,Scrophularia nodosa
28,Linaria vulgaris,"Yellow Toadflax, Butter and eggs",Perennial,0.6,4-8,,LMH,SN,DM,1,2,3.0,Scrophularia nodosa
29,Mazus miquelii,Miquel's mazus,Perennial,0.2,0-0,,LMH,N,MWe,1,0,,Scrophularia nodosa
