,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Corymbia citriodora,"Lemon-Scented Gum, blue spotted gum, lemon eucalyptus, eucalyptus citriodora.",Tree,45.0,10-12,F,LMH,N,M,2,3,4.0,Eucalyptus leucoxylon
1,Eucalyptus brassiana,Cape York red gum,Tree,20.0,9-11,F,LMH,N,DM,0,0,4.0,Eucalyptus leucoxylon
2,Eucalyptus caesia,Gungurru,Tree,10.0,8-11,F,LMH,N,DMWe,2,0,,Eucalyptus leucoxylon
3,Eucalyptus camaldulensis,"Red River Gum, Murray Red Gum, River Red Eucalyptus",Tree,30.0,8-12,F,LMH,N,DMWe,1,3,4.0,Eucalyptus leucoxylon
4,Eucalyptus citriodora,"Lemon-Scented Gum, Lemon Scented Eucalyptus",Tree,45.0,9-11,F,LMH,N,DMWe,1,3,2.0,Eucalyptus leucoxylon
5,Eucalyptus coccifera,Mt. Wellington Peppermint,Tree,15.0,7-10,F,LMH,N,DMWe,0,0,2.0,Eucalyptus leucoxylon
6,Eucalyptus delegatensis,Alpine ash,Tree,40.0,7-11,F,LMH,N,M,0,3,3.0,Eucalyptus leucoxylon
7,Eucalyptus dumosa,Water Mallee,Tree,7.0,9-11,F,LMH,N,DMWe,1,0,2.0,Eucalyptus leucoxylon
8,Eucalyptus globulus,"Tasmanian Blue Gum, Eurabbie, Blue Gum, Blue Eucalyptus",Tree,55.0,9-11,F,LMH,N,DMWe,1,4,3.0,Eucalyptus leucoxylon
9,Eucalyptus gomphocephala,Tuart. Tuart Gum,Tree,40.0,9-11,F,LMH,N,DM,0,0,4.0,Eucalyptus leucoxylon
10,Eucalyptus grandis,"Flooded Gum, Gum, Rose Eucalyptus",Tree,50.0,9-11,F,LMH,SN,DM,0,2,4.0,Eucalyptus leucoxylon
11,Eucalyptus gummifera,Red Bloodwood,Tree,15.0,9-11,F,LMH,N,DMWe,1,3,2.0,Eucalyptus leucoxylon
12,Eucalyptus gunnii,Cider Gum,Tree,30.0,7-10,F,LMH,N,DMWe,3,3,3.0,Eucalyptus leucoxylon
13,Eucalyptus johnstonii,"Yellow Gum, Johnston's gum",Tree,60.0,7-10,F,LMH,N,DMWe,0,0,3.0,Eucalyptus leucoxylon
14,Eucalyptus largiflorens,Black Box,Tree,18.0,9-11,S,LMH,N,DMWe,1,0,3.0,Eucalyptus leucoxylon
15,Eucalyptus macrorhyncha,Red Stringybark,Tree,45.0,9-11,F,LMH,N,DMWe,1,3,3.0,Eucalyptus leucoxylon
16,Eucalyptus melliodora,Yellow Box,Tree,30.0,9-11,F,LMH,N,DMWe,0,0,3.0,Eucalyptus leucoxylon
17,Eucalyptus microcorys,"Tallow Wood, Australian tallowwood",Tree,45.0,9-11,F,LMH,N,DMWe,0,0,3.0,Eucalyptus leucoxylon
18,Eucalyptus microtheca,"Coolabah, Coolibah, Flooded Box, Coolibah",Tree,15.0,9-12,F,LMH,N,M,2,0,2.0,Eucalyptus leucoxylon
19,Eucalyptus obliqua,Messmate,Tree,60.0,8-12,F,LMH,N,DMWe,0,0,4.0,Eucalyptus leucoxylon
20,Eucalyptus pauciflora,"Cabbage Gum, Snow gum",Tree,12.0,7-10,F,LMH,N,DMWe,0,0,3.0,Eucalyptus leucoxylon
21,Eucalyptus pauciflora niphophila,Snow Gum,Tree,6.0,6-9,F,LMH,N,DMWe,0,3,3.0,Eucalyptus leucoxylon
22,Eucalyptus perriniana,Spinning Gum,Tree,6.0,7-10,F,LMH,N,DMWe,0,0,2.0,Eucalyptus leucoxylon
23,Eucalyptus piperita,Sydney Peppermint,Tree,18.0,9-11,F,LMH,N,DMWe,0,2,3.0,Eucalyptus leucoxylon
24,Eucalyptus polybractea,Blue Mallee,Tree,6.0,-,F,LMH,N,DMWe,1,3,3.0,Eucalyptus leucoxylon
25,Eucalyptus punctata,Grey Gum,Tree,30.0,8-11,F,LMH,N,DMWe,1,0,,Eucalyptus leucoxylon
26,Eucalyptus racemosa,Snappy Gum,Tree,0.0,-,F,LMH,N,DMWe,0,3,,Eucalyptus leucoxylon
27,Eucalyptus regnans,Mountain Ash,Tree,75.0,8-11,F,LMH,N,DMWe,0,0,3.0,Eucalyptus leucoxylon
28,Eucalyptus robusta,"Swamp Mahogany, Eucalyptus Gum",Tree,30.0,8-12,F,LMH,SN,DM,0,3,4.0,Eucalyptus leucoxylon
