,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Kalopanax sciadophylloides,,Tree,0.0,-,,LMH,SN,M,1,0,,Panax trifolius
1,Kalopanax septemlobus,"Tree Aralia, Castor aralia",Tree,25.0,4-8,S,LMH,SN,M,2,1,2.0,Panax trifolius
2,Oplopanax horridus,Devil's Club,Shrub,2.0,4-8,,LMH,FS,M,2,2,1.0,Panax trifolius
3,Oplopanax japonicus,,Shrub,3.0,5-9,,LMH,FS,M,2,1,,Panax trifolius
4,Opopanax chironium,Opopanax,Perennial,1.8,5-9,,LMH,N,DM,0,1,2.0,Panax trifolius
5,Panax ginseng,"Ginseng, Chinese ginseng",Perennial,0.8,5-9,,LMH,FS,M,2,5,,Panax trifolius
6,Panax japonicus,Japanese Ginseng,Perennial,0.6,-,,LMH,FS,M,1,1,1.0,Panax trifolius
7,Panax pseudoginseng,"Ginseng, Japanese ginseng",Perennial,1.0,5-9,S,LMH,FS,M,1,3,,Panax trifolius
8,Panax pseudoginseng notoginseng,San Qi,Perennial,1.2,-,S,LMH,FS,M,1,5,,Panax trifolius
9,Panax quinquefolius,American Ginseng,Perennial,0.3,3-7,S,LMH,FS,M,1,3,0.0,Panax trifolius
10,Polyscias sambucifolia,Elderberry Panax,Shrub,4.5,8-11,M,LMH,SN,M,0,0,3.0,Panax trifolius
11,Pseudopanax arboreus,Puahou,Tree,6.0,9-11,,LMH,SN,M,1,0,,Panax trifolius
12,Pseudopanax edgerleyi,,Shrub,0.0,-,,LMH,SN,M,0,0,2.0,Panax trifolius
