,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other,Related To
0,Ophrys araneola,,Perennial,0.5,6-9,,LMH,SN,M,2,2,,Ophrys apifera
1,Ophrys bertolonii,,Perennial,0.4,6-9,,LMH,SN,M,2,2,,Ophrys apifera
2,Ophrys bombyliflora,,Perennial,0.3,7-10,,LMH,SN,M,2,2,,Ophrys apifera
3,Ophrys fusca,Brown Bee Orchid,Perennial,0.4,6-9,,LMH,SN,M,2,2,,Ophrys apifera
4,Ophrys holoserica,Late Spider Orchid,Perennial,0.6,5-9,,LMH,SN,DM,2,2,,Ophrys apifera
5,Ophrys insectifera,Fly Orchid,Perennial,0.5,5-9,,LMH,SN,M,2,2,,Ophrys apifera
6,Ophrys iricolor,,Perennial,0.3,7-10,,LMH,SN,M,2,2,,Ophrys apifera
7,Ophrys lutea,Yellow Bee Orchid,Perennial,0.3,7-10,,LMH,SN,M,2,2,,Ophrys apifera
8,Ophrys scolopax,Woodcock Orchid,Perennial,0.5,7-10,,LMH,SN,M,2,2,,Ophrys apifera
9,Ophrys sphegodes,Early Spider Orchid,Perennial,0.5,5-9,,LMH,SN,M,2,2,,Ophrys apifera
10,Ophrys tenthredinifera,Sawfly Orchid,Perennial,0.5,7-10,,LMH,SN,M,2,2,,Ophrys apifera
